trajectory_id,client_id,coach_id,start_date,n_sessions,completed,dropout_reason,satisfaction_1_10,goal_achievement_1_10,evaluation_completed,rematch_requested,evaluation_comment
T00343,K00566,C0114,2023-10-26,4,True,,4.0,8.0,True,True,Opmerkelijk dat de doelen goed zijn gerealiseerd terwijl de tevredenheid laag is; dit wijst op mogelijk onvoldoende communicatie over voortgang.
T00344,K00521,C0084,2023-11-01,9,True,,6.0,5.0,True,False,De doelrealisatie valt tegen bij een redelijke tevredenheid; alignment tussen doelen en acties verdient aandacht.
T00345,K00552,C0116,2023-11-03,12,True,,4.0,7.0,True,True,Beperkte tevredenheid en matige doelrealisatie suggereren dat het traject niet optimaal aansloot op de behoeften van de coachee.
T00346,K00213,C0094,2023-11-03,9,True,,5.0,8.0,True,True,Goed evenwicht tussen doelrealisatie en tevredenheid; het traject heeft waarde opgeleverd ondanks voorzichtige verwachtingen.
T00347,K00448,C0056,2023-11-04,12,True,,6.0,9.0,True,False,Sterke doelrealisatie met goede tevredenheid; een succesvol traject dat goed is afgerond.
T00348,K00501,C0097,2023-11-04,6,True,,6.0,8.0,True,False,Consistent positief resultaat met goede doelrealisatie en redelijke tevredenheid; een waardevol coachtraject.
T00349,K00369,C0114,2023-11-04,8,True,,5.0,9.0,True,False,Uitstekende doelrealisatie ondanks voorzichtige tevredenheid; de coachee heeft duidelijk voordeel gehad van het traject.
T00350,K00052,C0001,2023-11-07,4,False,no-longer-wanted,,,False,True,
T00351,K00084,C0046,2023-11-08,9,True,,7.0,9.0,True,False,Zeer positief afgerond traject met sterke doelrealisatie en goeide tevredenheid van de coachee.
T00352,K00226,C0039,2023-11-08,12,True,,6.0,8.0,True,False,Goed gebalanceerd traject met solide doelrealisatie en redelijke tevredenheid; succesvol afgerond.
T00353,K00515,C0045,2023-11-09,4,True,,3.0,4.0,True,True,Helaas zeer lage scores op zowel tevredenheid als doelrealisatie; dit traject heeft niet opgeleverd wat nodig was.
T00354,K00649,C0006,2023-11-09,7,True,,5.0,7.0,True,False,Matige tevredenheid bij gedeeltelijke doelrealisatie; meer gerichte afstemming zou het traject hebben kunnen verbeteren.
T00355,K00184,C0113,2023-11-10,11,True,,6.0,8.0,True,True,Goed resultaat met sterke doelrealisatie en redelijke tevredenheid; het traject sluit positief af.
T00356,K00585,C0065,2023-11-11,2,False,other,,,False,False,
T00357,K00010,C0073,2023-11-12,3,False,disappeared,,,False,False,
T00358,K00523,C0100,2023-11-13,3,False,external-coach,3.0,5.0,True,True,Het traject is voortijdig afgebroken ten faveure van externe begeleiding; aanzienlijke voortgang was echter zichtbaar.
T00359,K00288,C0001,2023-11-15,2,True,,6.0,7.0,True,False,Redelijk traject met gedeeltelijke doelrealisatie en stabiele tevredenheid; een gemengd maar acceptabel resultaat.
T00360,K00343,C0012,2023-11-16,12,True,,5.0,7.0,True,True,"De doelstellingen zijn grotendeels behaald, maar de tevredenheid bleef achter bij de verwachtingen. Een gesprek over de aansluiting tussen aanpak en wensen zou waardevol zijn."
T00361,K00590,C0034,2023-11-16,4,True,,7.0,9.0,True,True,Uitstekend traject met sterke doelrealisatie en goede tevredenheid; de coachee heeft zich aantoonbaar ontwikkeld.
T00362,K00436,C0107,2023-11-16,4,False,no-longer-wanted,6.0,7.0,True,False,Ondanks redelijke voortgang heeft de coachee het traject voortijdig beëindigd; de motivatie leek niet volledig aanwezig.
T00363,K00478,C0073,2023-11-17,6,True,,,,False,True,
T00364,K00026,C0052,2023-11-19,8,True,,6.0,9.0,True,False,"Zeer goede doelrealisatie bereikt, hoewel de tevredenheid nog iets hoger had kunnen zijn; een solide resultaat."
T00365,K00289,C0106,2023-11-20,9,True,,6.0,9.0,True,True,Sterke doelrealisatie met adequate tevredenheid; de coachee heeft de gestelde doelen effectief gerealiseerd.
T00366,K00116,C0072,2023-11-20,10,True,,7.0,9.0,True,False,Excellent traject met hoge doelrealisatie en goed ervaren begeleiding; een zeer geslaagd resultaat.
T00367,K00414,C0096,2023-11-20,3,True,,,,False,True,
T00368,K00131,C0066,2023-11-20,8,True,,4.0,8.0,True,False,"Ondanks goede doelrealisatie is de tevredenheid beperkt gebleven, wat suggereert dat de weg er naar toe moeizaam was."
T00369,K00025,C0058,2023-11-21,6,True,,,,False,True,
T00370,K00319,C0084,2023-11-23,4,False,disappeared,,,False,False,
T00371,K00258,C0007,2023-11-24,10,True,,5.0,7.0,True,False,"Matig tevredenheid met redelijke doelrealisatie; het traject heeft resultaat opgeleverd, maar kon beter aansluiten."
T00372,K00465,C0101,2023-11-24,7,True,,7.0,8.0,True,False,Goed traject met solide doelrealisatie en tevredenheid; een waardevol proces voor de coachee.
T00373,K00245,C0011,2023-11-25,8,True,,5.0,6.0,True,False,Het traject heeft beperkt tot matig resultaat opgeleverd op beide dimensies; meer focus op aansluiting zou helpen.
T00374,K00035,C0025,2023-11-26,8,True,,,,False,True,
T00375,K00101,C0030,2023-11-26,6,True,,5.0,9.0,True,True,Opvallend: zeer hoge doelrealisatie terwijl tevredenheid lager lag; mogelijk heeft de coachee meer moeite gehad met het proces dan met de uitkomst.
T00376,K00389,C0072,2023-12-03,11,True,,7.0,8.0,True,False,Goed afgerond traject met sterke doelrealisatie en goede tevredenheid; een succesvol verloop.
T00377,K00509,C0108,2023-12-03,7,True,,6.0,7.0,True,False,Redelijk traject met matige tot goede voortgang op beide gebieden; een acceptabel resultaat.
T00378,K00001,C0071,2023-12-06,5,True,,6.0,7.0,True,False,Stabiel traject met consistente matige tot redelijke resultaten op tevredenheid en doelrealisatie.
T00379,K00392,C0060,2023-12-08,4,False,disappeared,7.0,7.0,True,False,De coachee is onverwacht verdwenen ondanks redelijke voortgang; continuïteit was blijkbaar niet haalbaar.
T00380,K00031,C0037,2023-12-08,7,True,,4.0,6.0,True,False,Lage tevredenheid met matige doelrealisatie duidt op onvoldoende aansluiting of engagement; een teleurstellend verloop.
T00381,K00367,C0067,2023-12-09,8,True,,6.0,8.0,True,False,Goed resultaat met goede doelrealisatie en redelijke tevredenheid; het traject heeft concrete voortgang opgeleverd.
T00382,K00638,C0116,2023-12-10,6,True,,6.0,7.0,True,False,Redelijk traject met stabiele voortgang op beide dimensies; een solide afronding.
T00383,K00616,C0007,2023-12-10,15,True,,6.0,10.0,True,False,Zeer sterk resultaat met volledige doelrealisatie en goede tevredenheid; een excellent verloop.
T00384,K00200,C0060,2023-12-12,13,True,,7.0,8.0,True,False,Goed traject met sterke doelrealisatie en goede tevredenheid; een waardevol en effectief proces.
T00385,K00334,C0067,2023-12-13,7,True,,7.0,8.0,True,False,Goed traject met solide doelrealisatie; de coachee heeft zich constructief ingezet en concrete vooruitgang geboekt.
T00386,K00435,C0076,2023-12-14,6,True,,5.0,6.0,True,False,Matige tevredenheid en doelrealisatie; het traject had meer diepgang en afstemming op de wensen van de coachee kunnen hebben.
T00387,K00543,C0020,2023-12-14,12,True,,5.0,5.0,True,False,Gemengde resultaten met beperkte vooruitgang; beide partijen hadden meer aandacht kunnen besteden aan de kernproblematiek.
T00388,K00305,C0080,2023-12-15,8,True,,,,False,False,
T00389,K00004,C0084,2023-12-15,8,True,,6.0,7.0,True,False,"Redelijk verloop met acceptabele doelrealisatie, hoewel de tevredenheid kon worden verbeterd door meer personalisering."
T00390,K00547,C0116,2023-12-19,8,True,,4.0,8.0,True,True,Ondanks lage tevredenheid zijn de gestelde doelen goed bereikt; mogelijk ontbrak het aan communicatie over het proces.
T00391,K00531,C0107,2023-12-22,14,True,,5.0,8.0,True,False,Sterkere doelrealisatie dan verwacht gegeven de gemiddelde tevredenheid; de coachee heeft toch waarde uit het traject gehaald.
T00392,K00230,C0076,2023-12-22,9,True,,5.0,9.0,True,True,Uitstekende doelrealisatie ondanks lagere tevredenheid over het proces; de resultaten spreken voor zichzelf.
T00393,K00217,C0082,2023-12-24,8,True,,,,False,True,
T00394,K00099,C0039,2023-12-24,9,True,,5.0,10.0,True,True,"Perfecte doelrealisatie bereikt, hoewel de ervaring van het traject voor verbetering vatbaar is geweest."
T00395,K00497,C0089,2023-12-25,3,True,,5.0,4.0,True,True,Teleurstellend verloop met beperkte vooruitgang; beiden hebben onvoldoende inzet en commitment kunnen mobiliseren.
T00396,K00589,C0088,2023-12-26,7,True,,4.0,7.0,True,False,"Lage tevredenheid tempert het positieve beeld; de doelen zijn wel redelijk behaald, maar de weg ernaartoe was lastig."
T00397,K00215,C0101,2023-12-26,6,True,,,,False,False,
T00398,K01319,C0049,2024-01-01,7,True,,5.0,6.0,True,False,Matige resultaten aan beide kanten; meer structuur en duidelijke tussentijdse evaluaties hadden kunnen helpen.
T00399,K00698,C0049,2024-01-01,14,True,,6.0,10.0,True,False,Sterke doelrealisatie ondanks gemiddelde tevredenheid; de concrete outcomes wegen positief door ondanks proces-voorbehouden.
T00400,K01190,C0094,2024-01-01,4,False,external-coach,,,False,False,
T00401,K01472,C0072,2024-01-01,12,True,,7.0,9.0,True,True,Succesvol traject met hoge doelrealisatie en goed contact; de coachee heeft zich goed kunnen ontwikkelen.
T00402,K01036,C0027,2024-01-01,7,True,,5.0,8.0,True,False,"Goede doelrealisatie bereikt, hoewel de tevredenheid suggereert dat meer aandacht voor het proces nuttig was geweest."
T00403,K00794,C0043,2024-01-03,4,False,no-longer-wanted,,,False,False,
T00404,K00845,C0120,2024-01-04,2,False,disappeared,4.0,8.0,True,False,Traject voortijdig beëindigd; ondanks aanvankelijke voortgang heeft de coachee zich uiteindelijk terugetrokken.
T00405,K01395,C0021,2024-01-04,17,True,,8.0,8.0,True,False,Uitstekend traject met sterke tevredenheid en goede doelrealisatie; een prettige en productieve samenwerking.
T00406,K01028,C0084,2024-01-04,6,True,,4.0,8.0,True,True,Lage tevredenheid bij redelijke doelrealisatie; de coachee voelde zich onvoldoende begrepen ondanks concrete resultaten.
T00407,K01493,C0090,2024-01-04,6,True,,5.0,7.0,True,False,Acceptabel verloop met redelijke voortgang; meer engagement van beide zijden had het traject kunnen versterken.
T00408,K00732,C0025,2024-01-05,9,True,,5.0,7.0,True,False,Redelijk traject met matige tevredenheid en acceptabele doelrealisatie; ruimte voor meer afstemming.
T00409,K00967,C0072,2024-01-05,2,False,disappeared,,,False,False,
T00410,K01049,C0099,2024-01-05,12,True,,,,False,False,
T00411,K01063,C0108,2024-01-06,5,True,,,,False,True,
T00412,K01406,C0024,2024-01-06,7,True,,6.0,7.0,True,False,Goed traject met positieve voortgang en acceptabele tevredenheid; de coachee heeft constructief meegewerkt.
T00413,K00810,C0085,2024-01-06,5,False,disappeared,,,False,False,
T00414,K01444,C0070,2024-01-06,16,True,,6.0,6.0,True,False,"Het traject is afgerond met gemiddelde resultaten; de doelstellingen zijn deels bereikt, maar de tevredenheid had hoger kunnen liggen."
T00415,K01433,C0096,2024-01-06,8,True,,,,False,True,
T00416,K00882,C0094,2024-01-07,9,True,,,,False,False,
T00417,K00675,C0009,2024-01-07,9,True,,6.0,7.0,True,False,Solide afronding met redelijke doelrealisatie; de coaching heeft waarschijnlijk beter op maat kunnen worden afgestemd.
T00418,K00878,C0111,2024-01-07,4,False,external-coach,,,False,False,
T00419,K01233,C0072,2024-01-07,13,True,,5.0,9.0,True,False,"Opmerkelijk resultaat: ondanks lage tevredenheid zijn de doelstellingen uitstekend bereikt, wat doelgerichtheid aantoont."
T00420,K00723,C0114,2024-01-08,6,True,,,,False,True,
T00421,K01299,C0058,2024-01-08,13,True,,,,False,False,
T00422,K00937,C0088,2024-01-09,8,True,,5.0,8.0,True,True,"De doelen zijn goed gerealiseerd, maar de tevredenheid bleef achter; mogelijk speelden verwachtingsmanagement of communicatie een rol."
T00423,K01381,C0019,2024-01-10,2,True,,6.0,8.0,True,False,Goed afgerond traject met sterke doelrealisatie en acceptabele tevredenheid; een solide coaching-ervaring.
T00424,K00680,C0088,2024-01-10,6,True,,,,False,True,
T00425,K00685,C0048,2024-01-10,3,False,disappeared,6.0,7.0,True,False,"Het traject is niet voltooid omdat de coachee verdween; jammer, want de beginfase toonde potentieel."
T00426,K01206,C0042,2024-01-11,9,True,,6.0,8.0,True,False,Goed afgerond met sterke doelrealisatie; het traject heeft waarschijnlijk concrete resultaten opgeleverd.
T00427,K00905,C0063,2024-01-11,11,True,,6.0,7.0,True,False,Bevredigend afgerond traject met redelijke voortgang; de coaching sloot adequaat aan bij de wensen.
T00428,K00971,C0002,2024-01-11,7,True,,,,False,False,
T00429,K01345,C0112,2024-01-11,11,True,,,,False,False,
T00430,K00691,C0103,2024-01-12,8,True,,6.0,7.0,True,False,Standaard afronding met gemiddelde tevredenheid en doelrealisatie; het traject verliep naar verwachting.
T00431,K00945,C0108,2024-01-12,2,False,external-coach,2.0,6.0,True,True,Onvoldoende tevredenheid en voortijdige beëindiging door coachwisseling; de aansluiting was niet optimaal.
T00432,K01300,C0017,2024-01-12,12,True,,8.0,9.0,True,False,Uitstekend afgerond traject met hoge tevredenheid en zeer goede doelrealisatie; een succesvolle samenwerking.
T00433,K00888,C0063,2024-01-13,14,True,,6.0,8.0,True,True,"Goed afgerond met sterke doelrealisatie ondanks matige tevredenheid; effectief, maar mogelijk niet optimaal ervaren."
T00434,K01384,C0117,2024-01-15,11,True,,5.0,7.0,True,False,"Redelijk afgerond traject; doelstelling is deels bereikt, maar meer betrokkenheid had voordelig kunnen zijn."
T00435,K00926,C0031,2024-01-15,3,False,no-longer-wanted,,,False,False,
T00436,K01357,C0071,2024-01-17,3,False,external-coach,6.0,8.0,True,False,"Niet voltooid door coachwisseling; de aanzet was positief, maar de continuïteit ontbrak."
T00437,K01259,C0092,2024-01-17,9,True,,6.0,8.0,True,False,Goed afgerond met sterke doelrealisatie; een effectief traject ondanks gemiddelde tevredenheid.
T00438,K01459,C0035,2024-01-17,8,True,,6.0,9.0,True,True,Zeer goed afgerond met uitstekende doelrealisatie en goede tevredenheid; een succesvol coaching-traject.
T00439,K01307,C0094,2024-01-18,7,True,,6.0,8.0,True,True,Goed afgerond met sterke doelrealisatie; het traject leverde concrete resultaten op.
T00440,K01422,C0116,2024-01-18,15,True,,,,False,False,
T00441,K00889,C0085,2024-01-18,11,True,,6.0,5.0,True,False,"Afgerond, maar met tegenvallende doelrealisatie; de coaching heeft minder impact gehad dan beoogd."
T00442,K01435,C0018,2024-01-18,3,False,disappeared,5.0,5.0,True,True,Onvoldoende voortgang en voortijdige uitval door verdwijnen van de coachee; jammer dat het traject niet kon worden afgemaakt.
T00443,K01150,C0108,2024-01-20,9,True,,3.0,6.0,True,True,Lage tevredenheid en matige voortgang; het traject was niet goed afgestemd op de behoeften van de coachee.
T00444,K00725,C0053,2024-01-20,8,True,,,,False,False,
T00445,K00755,C0034,2024-01-20,9,True,,6.0,7.0,True,False,"Het traject is afgerond met redelijke doelrealisatie, maar de tevredenheid had hoger kunnen liggen. Mogelijk zou meer afstemming op persoonlijke behoeften beter hebben uitgewerkt."
T00446,K01398,C0095,2024-01-21,8,True,,,,False,True,
T00447,K01310,C0073,2024-01-21,1,False,disappeared,4.0,7.0,True,False,"Jammer dat het contact is verbroken, ondanks dat de doelrealisatie goed op weg was. Een laagere tevredenheid kan hebben bijgedragen aan het wegvallen."
T00448,K01432,C0030,2024-01-21,6,True,,4.0,8.0,True,True,"Goed resultaat qua doelrealisatie, maar de tevredenheid bleef achter bij de verwachtingen. Dit suggereert discrepantie tussen bereikte doelen en persoonlijke ervaringen."
T00449,K01158,C0017,2024-01-21,4,True,,5.0,7.0,True,False,Het traject is afgerond met matige tevredenheid en doelrealisatie; beide scores geven aan dat er meer potentieel was geweest voor beter resultaat.
T00450,K01071,C0045,2024-01-21,1,False,disappeared,7.0,9.0,True,False,"Sterke doelrealisatie en redelijke tevredenheid, maar jammer dat het traject voortijdig is beëindigd. Het lijkt erop dat verdere begeleiding nodig zou zijn geweest."
T00451,K00965,C0114,2024-01-21,2,False,disappeared,3.0,7.0,True,True,Ondanks aardige doelrealisatie is de tevredenheid laag en is contact verbroken; dit duidt op een mismatch tussen inhoud en beleving van het traject.
T00452,K00814,C0104,2024-01-21,2,False,disappeared,5.0,5.0,True,False,Zowel tevredenheid als doelrealisatie zijn matig en het traject is vroegtijdig gestopt. Dit wijst op onvoldoende aansluiting of motivatie.
T00453,K00907,C0114,2024-01-22,12,True,,6.0,8.0,True,False,"Goed afgerond traject met sterke doelrealisatie en redelijke tevredenheid. De coachee heeft flink vorderingen gemaakt, hoewel volledige tevredenheid niet helemaal werd bereikt."
T00454,K01087,C0055,2024-01-22,11,True,,,,False,False,
T00455,K00981,C0072,2024-01-23,5,True,,7.0,8.0,True,False,Positief afgerond traject met goede doelrealisatie en solide tevredenheid. De coachee is tevreden over de bereikte resultaten en groei.
T00456,K01035,C0072,2024-01-24,8,True,,6.0,10.0,True,False,"Uitstekende doelrealisatie, volledig bereikt! Ondanks dat de tevredenheid iets minder hoog uitviel, zijn de concrete resultaten zeer indrukwekkend."
T00457,K00819,C0039,2024-01-24,14,True,,6.0,8.0,True,False,Goed afgerond traject met sterke doelrealisatie en redelijke tevredenheid. De coachee heeft de gestelde doelen effectief bereikt.
T00458,K00974,C0022,2024-01-24,10,True,,5.0,9.0,True,False,"Opmerkelijk: ondanks matige tevredenheid zijn de doelen bijna volledig bereikt. Dit suggereert dat de inhoudelijke resultaten overtuigend waren, al voelde het proces minder aangenaam aan."
T00459,K01017,C0092,2024-01-24,3,False,other,,,False,True,
T00460,K01164,C0108,2024-01-24,4,False,no-longer-wanted,,,False,False,
T00461,K00931,C0094,2024-01-25,8,True,,6.0,10.0,True,False,Uitstekend afgerond traject met volledige doelrealisatie en goed tevredenheid. De coachee heeft alles bereikt wat werd nagestreefd.
T00462,K01184,C0072,2024-01-25,6,False,no-longer-wanted,,,False,True,
T00463,K01414,C0059,2024-01-25,10,True,,4.0,4.0,True,True,Laagste scores voor zowel tevredenheid als doelrealisatie; het traject is wel afgerond maar heeft niet opgeleverd wat ervan werd verwacht.
T00464,K00828,C0067,2024-01-26,3,False,no-longer-wanted,6.0,8.0,True,False,"Het traject is voortijdig beëindigd omdat de coachee het niet langer wilde voortzetten, ondanks redelijke voortgang. Mogelijk was de aanpak niet volledig passend."
T00465,K01447,C0093,2024-01-27,8,True,,8.0,9.0,True,False,Zeer positief afgerond traject met hoge tevredenheid en sterke doelrealisatie. De coachee is zeer tevreden over de bereikte groei en resultaten.
T00466,K01257,C0006,2024-01-27,7,True,,7.0,8.0,True,False,Goed afgerond traject met solide doelrealisatie en tevredenheid. De coachee voelt zich duidelijk vooruit geboekt en tevreden over het traject.
T00467,K00894,C0110,2024-02-01,5,True,,6.0,8.0,True,False,Succesvol afgerond traject met goede doelrealisatie en redelijke tevredenheid. De coachee heeft vaste voortgang geboekt.
T00468,K00876,C0006,2024-02-01,6,True,,,,False,True,
T00469,K01370,C0094,2024-02-02,9,True,,4.0,6.0,True,True,Het traject is afgerond maar de resultaten blijven bescheiden: lage tevredenheid en matige doelrealisatie suggereren onvoldoende aansluiting.
T00470,K01147,C0114,2024-02-02,13,True,,,,False,True,
T00471,K01120,C0008,2024-02-02,3,False,disappeared,6.0,8.0,True,False,Jammer dat het contact is verbroken terwijl er nog potentieel leek; redelijke doelrealisatie maar lage tevredenheid kunnen hebben geleid tot voortijdige beëindiging.
T00472,K01130,C0097,2024-02-03,5,True,,,,False,False,
T00473,K01265,C0040,2024-02-03,14,True,,5.0,6.0,True,False,"Het traject is afgerond, maar de tevredenheid bleef beperkt ondanks matige doelrealisatie. Een reflectie op afstemming en verwachtingen zou waardevol zijn voor toekomstige trajecten."
T00474,K01108,C0032,2024-02-03,5,False,disappeared,,,False,False,
T00475,K01330,C0102,2024-02-05,10,True,,7.0,6.0,True,False,"Positief traject met goede tevredenheid en solide doelrealisatie. De voortgang was stabiel, hoewel nog wat ruimte voor verdieping."
T00476,K01129,C0071,2024-02-05,11,True,,7.0,7.0,True,False,Goed afgerond traject met consistente resultaten; zowel tevredenheid als doelrealisatie waren op een aanvaardbaar niveau.
T00477,K01209,C0119,2024-02-06,14,True,,,,False,False,
T00478,K00847,C0111,2024-02-06,5,True,,8.0,9.0,True,False,Uitstekend resultaat met hoge tevredenheid en sterke doelrealisatie; dit traject laat zien wat effectieve samenwerking oplevert.
T00479,K00815,C0058,2024-02-07,9,True,,6.0,7.0,True,False,Solide traject met redelijke tevredenheid en goed gerealiseerde doelen. De voortgang was consistent en constructief.
T00480,K01374,C0064,2024-02-07,10,True,,4.0,7.0,True,True,"Doelen zijn goed gerealiseerd, maar de tevredenheid bleef achter; mogelijk speelde de afstemming of verwachtingsmanagement niet optimaal."
T00481,K00721,C0045,2024-02-07,8,True,,4.0,8.0,True,True,"Opmerkelijk resultaat: doelen sterk gerealiseerd, maar tevredenheid laag. Dit vraagt om dialoog over wat minder goed voelde ondanks de objectieve voortgang."
T00482,K00940,C0012,2024-02-08,7,True,,5.0,7.0,True,False,"Traject met gemengde resultaten: doelen redelijk gerealiseerd, maar tevredenheid matig. Aandacht voor procesbeleving zou helpen."
T00483,K00773,C0066,2024-02-09,9,True,,,,False,False,
T00484,K00715,C0052,2024-02-10,8,True,,6.0,7.0,True,False,Adequaat traject met redelijke tevredenheid en goed gerealiseerde doelen; een solide afsluiting.
T00485,K00748,C0025,2024-02-10,2,False,disappeared,,,False,False,
T00486,K01331,C0039,2024-02-11,5,True,,,,False,False,
T00487,K01173,C0006,2024-02-11,2,False,external-coach,,,False,False,
T00488,K00807,C0006,2024-02-12,6,True,,5.0,9.0,True,True,"Doelen zeer sterk gerealiseerd, maar tevredenheid matig; dit suggereert dat de weg erheen minder soepel voelde dan het eindresultaat rechtvaardigt."
T00489,K00955,C0083,2024-02-12,5,True,,5.0,5.0,True,False,"Traject met gemengde resultaten op beide vlakken; tevredenheid en doelrealisatie waren beide matig, wat vraagt om evaluatie van de aanpak."
T00490,K01030,C0068,2024-02-12,4,False,no-longer-wanted,,,False,False,
T00491,K00887,C0084,2024-02-13,3,True,,3.0,6.0,True,True,Lage tevredenheid en matige doelrealisatie wijzen op onvoldoende afstemming of passendheid van het traject voor deze coachee.
T00492,K01076,C0015,2024-02-13,8,True,,4.0,6.0,True,True,Traject met lage tevredenheid ondanks enige doelrealisatie; de samenwerking of inhoud sloot niet goed aan.
T00493,K00954,C0013,2024-02-15,4,True,,4.0,3.0,True,False,"Dit traject voldeed onvoldoende: zowel tevredenheid als doelrealisatie waren laag, wat aangeeft dat de fit niet optimaal was."
T00494,K01263,C0097,2024-02-15,8,True,,5.0,7.0,True,True,Matige tevredenheid ondanks redelijke doelrealisatie; de procesbeleving verdient meer aandacht in vervolgtrajecten.
T00495,K01189,C0075,2024-02-16,6,True,,6.0,6.0,True,False,Neutraal resultaat met gelijke scores voor tevredenheid en doelrealisatie; het traject was adequaat maar niet inspirerend.
T00496,K00789,C0107,2024-02-16,8,True,,7.0,8.0,True,False,Goed traject met goede tevredenheid en sterke doelrealisatie; een positieve afsluiting met tastbare resultaten.
T00497,K00757,C0081,2024-02-17,3,False,disappeared,,,False,False,
T00498,K00925,C0103,2024-02-17,10,True,,,,False,False,
T00499,K00699,C0104,2024-02-18,14,True,,6.0,8.0,True,True,Sterk traject met goede tevredenheid en uitstekende doelrealisatie; de coachee profiteerde duidelijk van de begeleiding.
T00500,K00868,C0034,2024-02-19,4,True,,7.0,9.0,True,False,Uitstekend resultaat met hoge tevredenheid en zeer sterke doelrealisatie; een voorbeeldig afgerond traject.
T00501,K01046,C0065,2024-02-19,9,True,,6.0,7.0,True,False,Goed traject met goede tevredenheid en sterke doelrealisatie; constructieve samenwerking die concrete resultaten opleverde.
T00502,K01223,C0099,2024-02-20,7,True,,5.0,8.0,True,True,"De doelstellingen zijn goed behaald, maar de algehele tevredenheid bleef achter; mogelijk speelden verwachtingen of communicatie een rol."
T00503,K00960,C0040,2024-02-22,4,True,,5.0,6.0,True,True,"Matige tevredenheid en doelrealisatie; het traject heeft resultaat opgeleverd, maar er was meer potentieel voor verbetering."
T00504,K01098,C0114,2024-02-22,4,False,no-longer-wanted,6.0,9.0,True,False,"Ondanks sterke voortgang naar de doelen toe, heeft de coachee zelf besloten het traject voortijdig af te breken."
T00505,K00837,C0106,2024-02-23,6,True,,6.0,6.0,True,False,"Het traject is afgerond met gemiddelde resultaten; beide aspecten waren redelijk, maar konden sterker zijn geweest."
T00506,K01467,C0058,2024-02-24,8,True,,7.0,10.0,True,False,Uitstekende doelrealisatie en goede tevredenheid; een succesvol traject met duidelijke voortgang.
T00507,K01360,C0114,2024-02-24,4,False,external-coach,,,False,True,
T00508,K01241,C0045,2024-02-25,3,False,disappeared,,,False,True,
T00509,K00718,C0101,2024-02-25,12,True,,,,False,False,
T00510,K01352,C0012,2024-02-25,3,False,disappeared,4.0,7.0,True,False,"Helaas is de coachee voortijdig uit zicht verdwenen, ondanks dat er duidelijke voortgang zichtbaar was."
T00511,K01377,C0019,2024-02-25,6,True,,,,False,True,
T00512,K01221,C0108,2024-02-25,6,True,,,,False,True,
T00513,K00963,C0028,2024-02-26,11,True,,5.0,7.0,True,False,"Redelijke voortgang op de doelen, maar de tevredenheid was matig; mogelijk ontbrak afstemming op bepaalde punten."
T00514,K00992,C0068,2024-02-26,16,True,,,,False,True,
T00515,K00690,C0084,2024-02-27,4,False,no-longer-wanted,6.0,9.0,True,False,"Goed resultaat op de gestelde doelen, maar de coachee heeft zich terugetrokken voordat het traject volledig afgerond was."
T00516,K01012,C0070,2024-02-27,9,True,,8.0,7.0,True,False,Goed afgerond traject met sterke tevredenheid en solide doelrealisatie; een waardevol proces.
T00517,K00909,C0089,2024-02-27,9,True,,6.0,8.0,True,False,Positief afgerond met goede doelrealisatie en redelijke tevredenheid; een constructief traject.
T00518,K00932,C0073,2024-03-01,12,True,,,,False,True,
T00519,K01256,C0114,2024-03-01,7,True,,5.0,8.0,True,True,Goede voortgang op de doelen ondanks matige tevredenheid; mogelijk ontbrak optimale afstemming in het proces.
T00520,K00670,C0052,2024-03-02,4,True,,4.0,5.0,True,True,Dit traject heeft niet het gewenste resultaat opgeleverd; zowel tevredenheid als doelrealisatie bleven achter.
T00521,K01202,C0001,2024-03-02,7,True,,,,False,False,
T00522,K00780,C0051,2024-03-03,1,False,disappeared,,,False,False,
T00523,K00989,C0001,2024-03-03,13,True,,6.0,8.0,True,False,Goed afgerond traject met sterke doelrealisatie en voldoende tevredenheid; een constructief verloop.
T00524,K01388,C0094,2024-03-03,4,False,no-longer-wanted,,,False,False,
T00525,K00901,C0039,2024-03-03,11,True,,5.0,9.0,True,True,"Indrukwekkende doelrealisatie ondanks matige tevredenheid; de coachee heeft veel bereikt, al was het proces niet optimaal."
T00526,K01053,C0036,2024-03-05,3,True,,7.0,8.0,True,False,Fijne samenwerking met goed resultaat op beide fronten; een geslaagd traject met duidelijke winsten.
T00527,K01001,C0112,2024-03-05,9,True,,,,False,False,
T00528,K01007,C0077,2024-03-06,9,True,,,,False,True,
T00529,K01474,C0113,2024-03-06,4,True,,5.0,7.0,True,False,"Redelijke voortgang en afronding, maar zowel tevredenheid als doelrealisatie konden beter zijn geweest."
T00530,K01380,C0101,2024-03-07,8,True,,6.0,9.0,True,False,Sterk afgerond traject met uitstekende doelrealisatie en goede tevredenheid; de coachee heeft veel bereikt.
T00531,K01033,C0095,2024-03-07,10,True,,7.0,8.0,True,False,Goed traject met sterke doelrealisatie en goede tevredenheid; een constructieve samenwerking met duidelijk resultaat.
T00532,K01101,C0080,2024-03-08,5,True,,7.0,9.0,True,False,Uitstekend afgerond traject met zeer goede doelrealisatie en sterke tevredenheid; een zeer geslaagd proces.
T00533,K01232,C0090,2024-03-08,1,False,external-coach,,,False,True,
